id,user_location,date,text,source,Classification,Confidence
1.34E+18,"Mumbai, India",13-12-20 4:16,Pfizer-BioNTech COVID-19 Vaccine Side Effects: Canada Warns Allergic People Against Pfizer-BioNTech Coronavirus Vac… https://t.co/4pMEWHlln5,Twitter Web App,Negative,0.758
1.34E+18,NYC,13-12-20 3:49,"@4everNeverTrump @tedcruz You were hatched in Canada 
(2) #PfizerBioNTech vaccine was developed in Germany
(3) Scie… https://t.co/dBMPRVZZc0",Twitter for Android,Neutral,0.755
1.34E+18,NYC,13-12-20 3:49,"@tedcruz You were hatched in Canada 
(2) #PfizerBioNTech vaccine was developed in Germany
(3) Scientists behind it,… https://t.co/EAcRUSqvXG",Twitter for Android,Neutral,0.74
1.34E+18,NYC,13-12-20 3:48,"@tedcruz @stoolpresidente You were hatched in Canada 
(2) #PfizerBioNTech vaccine was developed in Germany
(3) Scie… https://t.co/QlD8JuetTU",Twitter for Android,Neutral,0.978
1.34E+18,,13-12-20 3:46,"Doses of the #PfizerBioNTech vaccine will begin leaving the company's factory in #Kalamazoo #Michigan on Sunday.
Th… https://t.co/4ZLP943yrW",TweetDeck,Neutral,0.299
1.34E+18,"Mumbai, India",13-12-20 3:30,COVID-19 Vaccine Update: Initial Doses of Pfizer Coronavirus Vaccine in US to Begin from Tomorrow… https://t.co/o4sxk2mpJU,Twitter Web App,Neutral,1
1.34E+18,"Naperville, IL",13-12-20 3:01,Salute to the #HealthcareHeroes who are risking their life everyday taking care of #COVID patients! May God give th… https://t.co/rTfnQM9zCq,Twitter for Android,Positive,0.65
1.34E+18,"San Jose, CA (USA)",13-12-20 2:59,"@WSJ Proving the unproven, with time constraints is always hardest.
Great achievement by Pfizer. @pfizer… https://t.co/CS2aY4VEjT",Twitter Web App,Neutral,0.839
1.34E+18,,13-12-20 2:53,The Canadian guidance for people with allergies to the #PfizerBioNTech #CovidVaccine - since this is still an evolv… https://t.co/SJpEajkTNu,Twitter for iPhone,Negative,0.298
1.34E+18,"@datop, earth sky moon",13-12-20 2:35,"#Pfizervaccine #PfizerBioNTech
Why #Pfizer is NOT 100% transparent about it? #coronavirus #VaccinesWork… https://t.co/NjtkWPKqRN",Twitter for Android,Neutral,0.655
1.34E+18,"Kuala Lumpur, Malaysia",13-12-20 2:33,You're wrong: MALAYSIA has already pre-ordered #PfizerBioNTech #COVID19Vaccine (expected in 2021) plus is part of… https://t.co/bbQ7TnYYYR,Twitter for Android,Neutral,0.502
1.34E+18,London,13-12-20 2:16,"I love high quality infographics for getting across multiple ideas quickly 

Here is an excellent set from The Fact… https://t.co/XvxYoaF5Ot",Twitter for iPhone,Positive,1
1.34E+18,"Sacramento, CA",13-12-20 1:35,#PfizerBioNTech #COVID19vaccines are prepped for shipment - The Wall Street Journal https://t.co/6owcqRzvC0,Twitter for iPhone,Positive,0.926
1.34E+18,,13-12-20 1:31,"What we can learn from the victory over #Polio
A good refresher on how polio came to an end. 
Let's not forget… https://t.co/YGAYRu4r2k",Twitter for Android,Neutral,0.497
1.34E+18,England,13-12-20 1:22,Big Pharma has the best interests of those that hold their stock &amp; not patients. #Pfizervaccine #PfizerBioNTech https://t.co/V2PrGIPLyG,Twitter for iPhone,Neutral,0.705
1.34E+18,,13-12-20 1:14,TV ad in 2030: “Did you receive the CV19 vaccine in 2020 or 2021? You are entitled to financial compensation.”… https://t.co/UZ0aLO88pI,Twitter for iPhone,Neutral,0.6
1.34E+18,Canada,13-12-20 0:54,"@Sflecce Thank you @CPHO_Canada @PattyHajdu @JustinTrudeau @AnitaOakville for getting this approved, being prepared… https://t.co/Lcxa8ufSuL",Twitter for iPhone,Positive,0.601
1.34E+18,,13-12-20 0:29,https://t.co/GI3yG92w2J. #Canada ordered enough of the #PfizerBioNTech #vaccine for all of its people- we were too… https://t.co/LZEMQ2OPTR,Twitter for iPhone,Negative,0.436
1.34E+18,"@datop, earth sky moon",13-12-20 0:18,"#Pfizervaccine #PfizerBioNTech WHAT'S IN THIS #vaccine? Why #Pfizer is NOT 100% transparent about it? 
#coronavirus… https://t.co/cailFZeyeg",Twitter for Android,Neutral,0.436
1.34E+18,Texas,13-12-20 0:03,"The entire ingredients of the #Pfizervaccine: See, it’s just like your #BigMac with a splash of a #superpower to fi… https://t.co/smNkthBZrD",Twitter for iPhone,Neutral,0.342
1.34E+18,"Nottingham, England / 🇵🇭",13-12-20 0:01,"So I can stop wearing a 😷 weeks after my 2nd #PfizerBioNTech vaccine then?

Curious to use the test after I get vac… https://t.co/MnI2dyahgd",Twitter for Android,Positive,0.62
1.34E+18,"GP Partner, Watford ",12-12-20 23:52,"@pash22 @caseymross 🇬🇧 guidance very clear now:

""Any person with a history of anaphylaxis to a vaccine, medicine o… https://t.co/cdKtZWFHJ6",Twitter for Android,Neutral,1
1.34E+18,"Locate Varesino, Lombardia",12-12-20 23:44,The reason you don’t  have Polio is because you were vaccinated against that virus.  Please let’s embrace Covid vac… https://t.co/sPkbKUrI06,Twitter for iPhone,Negative,0.485
1.34E+18,,12-12-20 23:31,"Say NO to Covid-19 vaccines!
#vaccine 
#vaccination 
#Pfizervaccine 
#Covid_19 
#PfizerBioNTech 
#CovidVaccines… https://t.co/sqzD6AMHRw",Twitter for Android,Neutral,0.336
1.34E+18,"GP Partner, Watford ",12-12-20 23:18,@Janey94803852 @Maureenprsb Still seems unclear if we can reconstitute #PfizerBioNTech vials on site @ nursing home… https://t.co/EOJyBBEtqA,Twitter for Android,Positive,1
1.34E+18,"Colorado Springs, Colorado ",12-12-20 23:13,🙏🏼🙏🏼🙏🏼🙏🏼 #FDA #PfizerBioNTech #OperationWarpSpeed #CoronaVaccine #grateful #COVID #Corona FDA approves Pfizer’s COV… https://t.co/62sbVi8Rol,Twitter for iPhone,Neutral,0.902
1.34E+18,"DC, Baltimore, New Orleans",12-12-20 23:00,"US #COVID19 #Vaccine Shipments to 'Start Rolling' Sunday https://t.co/BstMMqHtCe via @medscape 
#OperationWarpSpeed… https://t.co/Y16MRS0FL9",Twitter Web App,Neutral,1
1.34E+18,"DC, Baltimore, New Orleans",12-12-20 22:58,"#FDA Gives Guidance on Allergy, Pregnancy Concerns for #COVID Vaccine https://t.co/ULl8esqkgP via @medscape… https://t.co/w6ZTpd8zAz",Twitter Web App,Neutral,0.824
1.34E+18,"Silicon Valley, CA",12-12-20 22:36,"The announcement comes after federal authorities granted the Pfizer vaccine emergency use authorization.

Read more… https://t.co/XP6My3jXvd",Twitter for iPhone,Neutral,0.458
1.34E+18,"New Delhi, India",12-12-20 22:30,#UnitedStates : The Federal Aviation Administration (FAA) said Saturday it had approved the use of the… https://t.co/xvwUEvZZk2,TweetDeck,Positive,0.958
1.34E+18,,12-12-20 22:17,"https://t.co/Z3j0NbDUbq
US agency authorizes Pfizer-BioNTech COVID-19 vaccine
First vaccine will be administered in… https://t.co/IiVKLxLPSJ",Twitter Web App,Neutral,1
1.34E+18,"San Francisco, CA",12-12-20 21:59,"New PODCAST: Vaccinating Our Way Out of the Pandemic
@larrybrilliant, @PeterHotez &amp; @RaySuarezNews discuss the… https://t.co/ZETygVRafP",Twitter Web App,Positive,1
1.34E+18,,12-12-20 21:55,Eric Shawn: The vaccine is here...in record time! https://t.co/Vu2awzLgjM thanks @EricShawnTV @ArthelNeville for al… https://t.co/qUsLDXGsAX,Twitter for iPhone,Positive,0.644
1.34E+18,"Ottawa, Ontario",12-12-20 21:35,"@tedcruz Facts, Senator! It would be nice to respect your faith and tell the truth. #PfizerBioNTech vaccine was dev… https://t.co/O0DfuTcKmC",Twitter for iPad,Neutral,0.638
1.34E+18,"New Delhi, India",12-12-20 21:30,#UnitedStates : The Federal Aviation Administration (FAA) said Saturday it had approved the use of the… https://t.co/Lyq594UEks,TweetDeck,Positive,0.401
1.34E+18,"@datop, earth sky moon",12-12-20 21:26,#vaccine #Pfizervaccine #PfizerBioNTech WHAT'S IN THIS VACCINE? #Pfizer is NOT 100% transparent about it.… https://t.co/I3aecCJaCy,Twitter for Android,Neutral,0.871
